Degree_Stream,CGPA,Technical_Skills,Aptitude_Score,Communication_Skills,Internships,Projects,Certifications,Coding_Score,Job_Ready
Computer Science,7.269166842262653,73.98191584342865,67.98729683984614,92.09111669494995,1,3,2,41.73880523879385,0
Computer Science,7.861856810800335,75.0251073307712,77.79038118456832,45.559953049121624,2,2,1,41.72800348793875,1
Computer Science,7.458345876353708,53.987393018322564,95.10045919228786,67.93033912579843,0,4,1,68.21390627555056,1
Computer Science,6.097586354856562,66.22993334620341,61.15821400091922,91.91054557524508,1,1,1,36.25559180514222,0
Computer Science,8.871387377418024,71.85920606922862,46.2635803896454,41.36656646094909,1,1,2,50.1479425779536,0
Computer Science,8.402319639224128,86.83733483220149,82.25255517146472,72.09155406555924,1,2,0,82.0505391291203,1
Computer Science,8.449238336451657,75.56759809737085,49.29101941150523,50.55910698917863,2,2,1,74.75213528953925,0
Mechanical,6.408735054246313,76.83585031063278,63.457668377387726,55.91659263879378,1,1,2,99.60392683379179,1
Mechanical,9.183353173123319,66.25739941894041,66.13569271733509,50.54400498884034,0,2,1,63.415682952004154,1
Information Technology,5.817778724649263,86.15688717805256,68.95549820049838,51.82656844851405,0,1,1,47.78323995443629,0
Electronics,8.204228512560324,71.14644193939246,80.33746685611503,100.0,0,1,3,61.024870233060405,1
Information Technology,10.0,52.08368134739644,59.74548576570419,80.20020569728999,3,1,1,134.15471111662026,1
Electronics,6.311356409843174,86.05054955187786,65.89406121749859,84.83128151215176,0,4,1,57.26885781593729,1
Information Technology,6.820442724476674,75.46854908808541,69.78594470575918,73.85588276305693,1,3,1,59.52392583808534,1
Information Technology,7.61958163810517,58.354339683072766,72.24396936278183,36.08737780876476,0,2,1,41.36466582307527,0
Electronics,6.895829215060561,,,72.10924346581953,1,4,1,65.64435509941286,0
Information Technology,5.639203882720641,69.44863317711142,76.5400866283387,84.31273306113225,1,2,1,31.82673464482818,0
Computer Science,7.582275569767233,71.94777192901377,82.65759264462606,49.63880946729599,1,3,1,45.663467841837715,0
Information Technology,6.225235543528674,67.9593839844681,75.88951173476451,82.37588000890028,0,3,2,57.62242473720365,1
Mechanical,8.068310916762218,69.66963010164328,76.80378285263828,77.67805177737343,2,3,0,14.808933746888169,0
Information Technology,6.396690918919436,90.49936061864571,46.266652498802834,98.33672080664606,2,4,2,75.37983072689835,1
Information Technology,9.359921286021049,81.07314728352328,70.75341548748521,57.47990577475486,3,1,0,18.936909803049893,1
Information Technology,6.560096049196516,67.85953386897536,77.19261322002413,45.24300231903692,1,3,3,73.39175381796356,1
Mechanical,7.1135261805531895,79.11965871151226,80.93411791855675,58.490694031294176,0,1,1,34.143814201436754,0
Information Technology,8.476220660843603,49.512141447086904,59.61473838649309,90.84027787694522,1,4,0,51.90162618593001,0
Information Technology,6.022962820279254,70.96890574920214,60.11441087667033,32.088694144844666,1,0,2,70.38261293898859,0
Information Technology,7.772951921524955,92.13959524599665,61.38848987074603,27.76923712224142,0,4,2,100.0,1
Computer Science,9.068571305138914,61.729311569114394,78.04620849837015,66.60911502076904,0,4,0,62.32903955414699,1
Computer Science,5.571020118526527,52.285491070713725,85.50821582386313,57.03339273006519,1,2,1,20.34747343600984,0
Electronics,7.721560630238765,,63.88809839062598,65.13910207716232,0,0,0,79.07390265271547,0
Information Technology,7.811859353098108,48.655504439864174,83.61943470440573,,0,0,1,55.36163190281963,0
Computer Science,8.438187446132773,53.228571378084446,71.85219713746892,55.053751769860654,1,2,2,61.39813308917647,0
Computer Science,6.015659146946302,59.442378521149564,68.13571334256345,31.28589504324883,1,0,2,71.15726059775228,0
Electronics,5.915452064298869,43.91649471232037,66.82923655273046,100.0,1,2,0,15.492440861885717,0
Information Technology,8.126329878740277,65.23427500924404,81.19917046903235,47.04989082610203,0,2,2,60.13073695470391,0
Computer Science,7.856381607879824,78.53415760679971,74.88366725180605,45.93733180378224,2,1,0,51.80612220094609,1
Computer Science,12.62107603208063,51.38365729779619,100.0,84.86696024700673,0,1,1,84.43669812011038,1
Information Technology,7.915737851396371,87.78925885462654,57.21663035504014,58.079195821252675,0,0,1,74.54227526677485,1
Electronics,6.683970334105811,72.66188132791392,77.77152553044964,63.8589826633734,0,2,0,27.45996154436906,0
Mechanical,7.7787044365932045,80.45870878436087,62.06198485282731,73.69022223308572,0,0,2,85.25251704698096,0
Computer Science,7.851686967958417,55.132481692217944,56.960695195170345,84.50449585597993,1,2,2,68.99050176320422,1
Electronics,6.642778298368358,77.81787840599924,69.83699294447541,58.997707522728106,1,1,1,29.05516805093564,0
Information Technology,9.738929413373707,48.6209914940703,72.06028719110554,92.35913610645738,0,1,0,61.11506206985546,1
Information Technology,8.068599505094145,78.35371251254763,100.0,26.5556027227735,1,1,1,80.69652227711711,1
Mechanical,6.070435803356822,67.57759009690297,67.23781276475196,78.67617026515539,1,1,0,35.71912254853212,0
Computer Science,8.287864330360595,73.29876829977177,53.04731905772975,49.88850395568217,0,1,0,87.55154671690835,1
Computer Science,6.3303819957272145,47.36608091562722,74.09516076241579,89.70088369894384,2,2,1,29.747424517449485,0
Electronics,8.444501524490942,51.57395236585093,38.880399436804474,67.55680061894981,0,2,0,44.17545646706031,0
Computer Science,8.890314694808884,73.95842327380078,68.62064826093601,52.88770402383077,3,2,0,41.14258329220616,1
Electronics,6.515181217977948,50.77477993663699,70.24037923442741,76.93113967438939,1,0,2,87.53867463177323,0
Information Technology,8.656051355093187,71.94809438148684,81.91900574417816,81.07739024973053,0,4,1,50.17967726901606,1
Computer Science,7.995337112323798,44.49293290309632,84.6043337414177,76.55409421145549,1,3,3,36.74365994678004,0
Computer Science,8.486472191993387,77.72261319000002,62.446455716384236,46.46546768660491,0,2,0,68.90421757828123,1
Computer Science,9.776151579184736,46.51215027847236,67.740789780551,56.287691774802475,0,2,1,73.22361981185438,1
Electronics,7.205534260796555,73.28449906519285,58.508187540839934,64.92668893181417,0,0,2,73.35072189588263,0
Computer Science,6.595516602771013,74.38446400469002,53.07906167788459,64.25732625229891,2,0,1,54.57321669547981,0
Information Technology,6.432582684449372,54.54842272355638,74.64842169070951,78.49541855789026,2,2,1,65.09068602073896,0
Computer Science,6.521027658041474,73.7303985062709,50.89621677105101,28.731777814881053,0,1,1,46.99533827541429,0
Electronics,7.407477948703075,68.90663395000334,63.78059649142205,71.01788698196306,2,0,0,93.49603355871461,1
Mechanical,7.909382369779972,56.91737215710893,55.07239060151144,59.780335620140484,0,2,0,82.88410317315864,0
Information Technology,7.832028959196023,49.871679738856876,78.2452477943539,49.90698890508886,0,3,1,81.65913658081351,0
Mechanical,8.492619898843229,35.56061462491132,97.02145148899731,51.635238000147204,1,1,1,75.88231869147091,0
Computer Science,7.515602270253488,70.2447507094954,,61.138322038676655,1,1,0,70.39466611990002,0
Computer Science,9.24424089258878,41.527958429569175,42.20472275653647,0.18046811972866372,1,1,2,35.11275031700424,0
Computer Science,7.182411800114453,66.43016299161962,68.12669671974899,52.3767877257521,2,1,0,72.66602472511296,0
Information Technology,10.0,61.048276758766264,70.23546693936638,49.23533315636672,1,2,1,62.285304601266404,1
Computer Science,8.250800817318007,75.18714163157293,73.27988960135946,74.59009776780724,2,3,1,85.26728169901838,1
Electronics,6.471410932300461,60.469317507652036,63.30519227148483,,0,2,1,76.14838364764856,1
Electronics,6.214929002326666,60.05828320479363,66.99041051761851,61.12795159693118,0,1,2,71.00760940306043,0
Information Technology,8.078966898291823,75.97806056432444,75.51265615810904,92.76097929790343,3,2,2,26.31550404939688,1
Electronics,7.231844657608979,70.02587043626177,85.60646338967258,82.89832735667763,0,2,0,58.219989267830584,0
Computer Science,8.35680059291051,69.74233935774167,40.674268445225756,81.24088519898214,1,0,2,48.84215480192687,1
Computer Science,8.067885149488253,72.03901384712789,64.46590841452807,56.002296252604665,1,1,1,65.04731848366147,0
Information Technology,7.412605304811753,41.966418151893414,73.20713190911594,74.77458102721374,0,3,3,51.689034571147126,0
Information Technology,6.483847538317914,76.35183019980472,56.23035843083896,60.78983959183531,3,2,2,54.48108447813388,1
Information Technology,5.682183330376962,74.18703191020404,95.96754447650949,61.470322207815116,0,3,2,69.18067809813408,1
Computer Science,6.964182057519575,49.74975307135254,60.46885179656894,72.37433618743789,1,2,0,51.357237728624476,0
Information Technology,8.527678553188167,,69.38060969489075,54.25411540842322,1,0,0,62.43183079148025,0
Electronics,7.7569124929562445,64.41039068558553,78.34033145263436,,3,1,3,29.61176218251387,0
Information Technology,6.005113465545614,62.98254823397401,,62.11765748723713,0,4,2,43.351970464798825,1
Computer Science,7.707817111021418,70.00789949852802,42.301404282933746,76.13049019267397,3,2,0,73.12087134405921,1
Computer Science,7.9623808556746045,,63.570182096252,91.20080862663137,1,2,1,35.39615766607051,0
Computer Science,6.439371076558641,81.22650091509243,85.44160833890561,83.56976794235315,0,1,0,84.91450155205995,1
Information Technology,7.684470127134634,45.3167120985289,64.94657309822293,39.639456151570556,0,0,2,79.48798710602642,0
Computer Science,7.5698504621352,,57.30348547811532,73.00812611017791,0,3,1,54.63540129320427,0
Electronics,6.128435642603252,84.93399979303115,83.88508314254082,80.31294910029165,0,1,1,100.0,1
Computer Science,7.92934483241794,70.80212781033804,65.03837655965421,81.05353439889348,0,1,0,84.86207155696587,1
Information Technology,8.172941431641881,81.3647063777895,62.34758779524674,44.96069298593664,0,2,2,41.0144098658853,1
Information Technology,8.799661491810332,95.18405668551148,72.24184134494965,53.17336573368817,0,0,3,74.92348107400096,1
Computer Science,8.764562462441884,80.35564319160473,81.5612531442818,82.90204824334918,0,3,0,61.31726132639515,1
Mechanical,5.84679675845149,68.73962893462593,100.0,51.28831332771238,0,0,0,44.465758182811776,0
Electronics,6.374609952101853,80.6763271112713,82.40854161486135,59.60547098004234,1,2,1,38.60181713667582,0
Computer Science,8.118042320650392,67.17331749645336,87.39759949582516,93.36576457103544,0,1,0,79.89786669776758,1
Information Technology,8.11654314109465,65.35854564927433,,64.13961349307378,2,2,0,48.04109070751733,0
Electronics,8.118057223567257,59.72878646429401,54.61197841045786,51.91806551899082,3,2,0,57.96247289925896,0
Information Technology,10.0,,70.93497024428684,49.20288757646771,1,1,1,41.57948143546943,1
Information Technology,8.1850686128318,52.72357001086998,71.60754872889395,70.98894793253338,2,0,0,45.03684125402818,0
Electronics,8.86267876821672,87.98551587017174,53.82230887953104,41.00333584741025,1,2,2,57.46141599857056,1
Electronics,8.644802116191842,72.49796185610558,67.37058205143981,60.54795264986447,2,0,1,67.76364585448303,1
Information Technology,8.281669501566958,44.01040737797088,75.98976402578697,70.99814962982039,1,2,4,8.23281672897103,0
Computer Science,7.121676906431586,70.51473939487133,75.4059009252712,88.38469676985801,0,2,0,60.338395983335005,0
Computer Science,8.41076306459192,33.49960238522564,77.56431780076409,77.01586544665992,1,2,1,45.077579748299286,0
Information Technology,6.5726097425549135,74.38262025246554,74.36447095206164,52.14682787632078,1,2,4,88.0472530690045,0
Electronics,7.2158176719119895,78.27847224483486,62.394870110949164,86.21154771614697,0,0,1,100.0,1
Information Technology,6.917563742605076,56.1146606652192,62.29149060026735,59.6087293241454,1,0,1,52.81441930092569,0
Information Technology,7.598248967263587,66.85321543933374,52.01572903009186,42.757345603110636,1,2,4,25.55542878573611,0
Computer Science,10.0,94.31236150625429,96.77162558777643,61.9032555332215,2,1,1,62.33753939837133,1
Information Technology,5.2592817688899025,57.41379943607095,70.2017554692894,90.88704562062263,0,1,1,55.891413410135904,0
Computer Science,8.323512228449417,49.11638619415099,66.62720416307722,67.97432090116865,1,3,2,99.42701298002581,1
Information Technology,5.564740954572418,87.22495103693898,,65.22539355793616,2,2,3,93.33178686751086,1
Electronics,6.9336817610526795,94.43880785796192,100.0,94.46980960465136,2,3,2,77.30749941193129,1
Electronics,8.806740716360839,65.0554350777177,53.90007951665657,39.235612753020305,1,2,2,48.266118375746835,0
Electronics,7.577136022914555,80.17194553112535,,41.859215947050096,0,2,1,73.55533132361607,1
Information Technology,6.206706266484833,85.12213873296322,76.2375525442909,35.91476352259702,1,1,2,65.30012718136608,0
Mechanical,6.641635548888038,53.86273651192424,79.00319448616416,71.707667356641,0,0,3,64.82646406598782,0
Information Technology,8.31551729872161,57.72041246948198,84.36898082823527,67.99687628807224,0,1,0,28.835403028642595,0
Electronics,6.623560041939436,,97.11412761653895,92.76925461103596,0,2,1,81.23590676907293,1
Information Technology,7.75975030749837,90.27521418062764,77.59236483191069,69.38255138846186,2,3,1,62.156166566224705,1
Electronics,7.5546862078845765,73.44321290261531,54.159538000499985,57.72517112937255,0,2,2,57.9831730491085,0
Computer Science,6.7180795828730195,51.802784697469185,66.14582312317327,65.03230771180593,0,3,3,47.99687009982345,0
Electronics,10.0,94.80591667549162,74.61748558770827,67.11873353229724,0,1,4,44.12767000693245,1
Computer Science,8.260702826781614,57.03543653282053,100.0,34.90829708009299,0,1,2,66.34517162557964,0
Computer Science,5.069828896010872,59.97293328242822,49.03291782363554,100.0,2,1,2,25.01674396283836,0
Information Technology,7.7237451777233135,70.13506751734432,88.03864757837842,74.35767832583441,0,2,0,75.78997519300086,1
Computer Science,6.705856242277934,88.31240631072161,72.69871554319626,68.7801495444066,0,0,0,38.91789126008629,0
Information Technology,8.52292000175547,77.80963964828335,82.5674580284422,76.07295171701445,1,1,1,18.82638627589416,0
Information Technology,6.5489751138807595,71.22298250542866,68.47007925046103,77.76939765055889,0,0,0,96.43790631852042,1
Computer Science,7.362316270239721,71.9493279517716,57.363510548105104,62.47003726095623,0,3,2,42.83825901308843,0
Information Technology,8.105984734776548,65.65272002965199,81.26309169101998,53.63765954766739,2,1,2,45.55681676956609,0
Mechanical,8.538906233004147,73.37209271777759,79.81646540658431,75.79011235379068,0,2,1,82.69076662016148,1
Electronics,6.059644311533068,27.056598834585454,84.58085448609583,71.94279512956615,2,1,1,97.08861801033282,0
Computer Science,7.098598516990862,60.55088811395302,69.80043046932047,50.421978216390656,0,0,1,29.339968427931396,0
Information Technology,6.9300656266068525,68.61982902375172,61.00266965020226,90.54264100461076,1,2,2,40.87663879498661,0
Computer Science,6.716004920911546,47.73478874570739,46.61819507464238,70.2803366538137,0,0,3,42.34642355678807,0
Information Technology,9.618545088337315,70.7948497671734,82.2905990220911,78.13674852081735,1,0,4,78.69603325391309,1
Information Technology,7.985978053153147,61.932931685208175,76.3583422366598,90.05457597823855,0,1,1,92.78264255859067,1
Mechanical,5.986939254797946,,55.51326050704061,65.39399878096702,2,1,1,38.394948768438425,1
Electronics,8.601434336465731,88.59529587822286,61.92139490055064,70.70513612571408,1,3,1,88.2949067593644,1
Electronics,10.0,58.012916463227555,62.99861782072839,79.5804902931101,0,0,3,45.81931776942596,0
Information Technology,8.738958312661376,62.73743432649957,,51.95250049159906,1,3,0,66.72245805891144,1
Information Technology,5.676756040855184,63.89078651587411,57.73476405092299,65.97292993122802,0,1,0,34.570926011443646,0
Mechanical,6.9189191125604985,58.22510785760566,52.99254464790469,67.25987455972069,0,3,1,57.56139172836004,0
Computer Science,9.020293379023947,67.9253747604219,63.81281482168095,47.790946069698904,1,2,1,57.777745718545674,1
Computer Science,6.650796641257463,53.625768966686145,58.91953752505656,100.0,0,3,2,53.69683387369453,0
Computer Science,8.032583313775474,48.0407699759371,45.59492618699877,39.668718017136754,1,2,0,67.69941962639395,0
Computer Science,8.429560864115205,74.34066835850403,100.0,41.63412973363116,1,1,0,39.85938270294948,0
Information Technology,6.3876834341063,74.44294376332716,88.78811096543846,88.65607836266443,3,1,1,42.32553403626317,1
Computer Science,7.42856957272584,52.93526360510011,58.314708677200215,77.83879251433777,1,0,2,68.75744289898711,0
Mechanical,3.610479191917113,78.430331461439,74.08632094980415,46.532633285346,1,1,1,86.84070661951458,0
